NEU	Rubén y Mangel deberían hacer como en 2013 y mencionarse en Twitter a cada rato.  Así nos harían felices  *no lo hacen*
P	Toca @crackoviadeTV3 . Grabación dl especial Navideño...Mari crismas!
P	@Bsarasola01 Muchísimas gracias Borja, un beso enorme y #FelicesFiestas :-))
N	"Bañez: ""El despido en España es causal y por tanto no puede haber un contrato único, es inconstitucional"""
NONE	@ElenaValenciano No es eso: es que la capacidad la miden los hombres
P	Rubalcaba logra responder en media hora a todo lo que Rajoy dijo en hora y media... Señor, qué velocidad! #investidura
P	Libros que enganchan desde la primera página y hacen que el tiempo vuele....! Buenisismas noches 
P	“@pablonieto22: @David_Busta socio el otro día me fui corriendo y no me pude despedir;) te quedaste impresionado de mi cálida ehh??”NUMBER 1
NONE	Está colgado el audio de @HernanZin anoche en @BrujulaOndaCero sobre #Kony2012  http://t.co/m3BKe65Q A partir min 58.
P	El árbol de Agatha es maravilloso “@BeatrizDguez: @Esubiran Me encanta!! (foto 31-12-2011) http://t.co/rViQlAVR”
N	"“@la_informacion: El hermano de Merah se declara ""muy orgulloso"" de los asesinatos de Toulouse http://t.co/6loFSDpq” @Suanzes"
N	Me acabo de enterar de la muerte de Spinetta, una gloria del rock argentino. Que triste noticia. Lo vamos a extrañar #chauflaco
P	Buenos días a todos! Así amanece Madrid: http://t.co/siRws386
P	Felicidades @epicuro7 ;)
P	Muy bueno ! http://t.co/7vd64Fd2
N	Hay dos cosas infinitas, el universo y la estupidez humana... aunque de la primera tengo dudas. Einstein
NONE	Le toca el turno a Duan (CiU) #investidura
NONE	Después de algunos años pasaré el año nuevo con mis papás
NEU	"Cuánto aplauden a Zapatero los mismos que le ponían a escurrir. Luego irán a karaoke sevillano a cantar ""eu te pego""."
N	@tenyexrsgone A mi me jode bastante eso créeme, y mas aun que de acá ni del hotel salieran, no se porque siempre lo mismo
N	"Hoy todos en la oficina se han burlado porque le he pedido a mi amigos secreto #PokemonMoon, me siento ""buliado"""
N	Menéame (si quieres): Las excusas de Wert http://t.co/wDc73iLK
P	Un placer! “@nachomostazo: Gracias por jornadas de Dirección de Campañas Electorales en #IESEcampañas, @jgespartero”
N	Nadie está vacunado, en particular en política, de los males de la vanidad, la soberbia o la codicia. Pero el Congreso del PP fue una orgía
NONE	Habemus gestora para el PSOE de Sevilla.
N	Qué cosas, muere Enrique Sierra el mismo día que Yurena presenta nuevo disco en Sálvame... http://t.co/em2YDGw3
P	Estos días trataré de hacer deporte con mis amigos y desconectar.
N	"Itxu Diaz,""la corrupción se desparrama por fuera del periódico"". Metáfora desgarradora.."
P	No hay nada como ver la semifinal masculina de La Nucía Open de Pádel mientras hago 30 min de bici estática a tope 
P	Hoy en la mañana en Malaga y x la tarde en Granada presentando las candidaturas de Izquierda Unida. Entrañable Pedro Vaquero. Salud amigo.
P	Ahora sí: albricias plenas. Tenemos confirmado que Javier Espinosa está en Libano sano y salvo. Parece que los franceses siguen en Homs.
P	"La merienda será ""simbólica"", o sea nada de atracones, pero nos veremos las caras y echaremos unas risas (espero)"
N	Ayer me quedé dormido xdddd lo peor esque sigo reventado 
NEU	"Rajoy contesta a las críticas del PSOE a su reforma de la Justicia: ""es mi programa electoral y lo voy a llevar adelante"""
N	¿Donde está Urdangarín? Toda Barcelona le busca. Os lo contamos en @TelediarioInter 20:30
N	El Servicio Geológico de EE.UU. dice que terremoto que sacudio Chile anoche, fue de 7,2º (escala Richter)
N	No soy capaz de dormir 
N	11M.- El presidente canario Paulino Rivero lamenta la revisión de los atentados y lo atribuye a la presión de grupos mediáticos.
NONE	Formación en primeros auxilios dentro de Educación Cívica y Constitucional #EdCivEmerg - ABC.es http://t.co/YAcCvrBA via @abc_es
P	@pandeliria @eltuitdrink Bien! Yo no se que tiene el mundo en contra de la tercera generación  Mi fav es la primera pero merece la pena.
NONE	Comenzamos la jornada. #17congresoPP http://t.co/3t2czGiX
N	"""@petita31: a veces tienes la gracia en el culo colegaaa"" Así se me está poniendo de durito."
P	#vamosMalaga RT @dudymalaga: Vamos Málaga, tú si que vales!!!
P	En el imperio del balompié nunca se pone el gol.
P	Q bueno! : @MendiMendi1 Disfruta!  como después del comment de Mendi estará deseosa, le dejo ese informe so good ;-) http://t.co/nGqXXgjR”
P	España líder mundial de donantes, y el Hospital la Fe de Valencia, líder en trasplantes de hígado y corazón.... http://t.co/gEzBf4DR
NEU	@PauladeLasHeras No te libraras de ayudar me/nos. Besos y gracias
NONE	#donaundia Los 1000 primeros días cruciales para la vida del niño http://t.co/jLUjz5NK ENTRA y COLABORA ( RTs plis )
P	Recuerdo cuando le escribía a mi hermana @Andreagraseq79 para que me motivara y me hiciera sentir útil. Dios me dio a la mejor hermana
NONE	Nuestra portada: emprendedores de Youtube “@quediario QUÉ! del jueves 8 de marzo de 2012 http://t.co/LCAjKPor”
P	Ahora??? #toolate ....Zapatero ofrece rigor en nombre de Rajoy para recobrar peso en la UE http://t.co/IgiEjbrU
N	El problema de acusar a Garzón de una extorsión del 243 es que todos los extorsionados dirían que pagaron con gusto. Pero habría partido.
P	#KeikoLaMujerDelAño ... Gracias por poner las bases al partido mas bueno de todos los tiempos. Somos Naranjas
N	Eso digo yo!!!! “@AlbertGuardiaR: @Buenafuente estoy de camino a terratpack reyes edition, pq empezais tan tarde? @msamaranch”
N	Denuncia la reforma constitucional y el golpe de los mercados, pidiendo la denuncia de deuda ilegitima.
P	Eso es RT @chikostra: @mitaddoble @mariviromero Sin duda, El tiempo entre costuras… Tanger, calor, aventuras y todo magníficamente relatado.
P	Música en directo por jóvenes de la @FVF_ONGD en #AVivirAnantapur
P	La Universidad confía en De la Calle para encarar sus retos más ambiciosos http://t.co/7dzPPija
NEU	en serio, tenéis que verosla ya 
NONE	EM anunciará esta noche en Orbyt sus galardones 2011: Ciudad del Año, Enemigo del Año y Personaje del Año. ¿Cuál sería vuestra elección?
P	Entre el @AthleticClub y el libro se me pasa el tiempo y mañana me esperan pronto en @cmsaleelsol. Buenas noches a todos!
P	Al fin se inauguró el nuevo estacionamiento del parque Kennedy! Y será gratis hasta fin de año, habrá que ir a probarlo con la bici
N	@rrodriguezmaeso Empanado o rebozado?
N	"RT @_rubalcaba_: ""Arenas está haciendo lo mismo que Rajoy. Mentir sobre la solvencia de Andalucía. Mentir para llegar al poder."""
NEU	También con la vicepresidenta y el secretario general de ATA. Tengo en mente todas vuestras inquietudes #leyEmprendedoresCLM 2/2
N	Gallardón, sobre Valencia: violar la ley debe tener igual reproche para menores - http://t.co/OrVPSEdJ (EP)
N	Las empresas involucradas en los #EREs ... estas q sepamos... y lo que queda por saber.... http://t.co/Rim0LBr5
N	@WancitoCubero @ericsolanog Me uno a la triste historia de no vacas
N	La obsesion de #Griñan http://t.co/c1bg9y4N
N	me he tenido que poner unos calcetines porque siempre tengo los pies frios y me pone triste calcetines en verano 
N	La deuda de la Junta con el tema de los EREs y las ayudas a trabajadores asciende a más de 535 millones de € a pagar desde 2011 a 2015.
N	En Battle Royale, el límite de paro insoportable para Japón era el 15% (post es de 2009, cuando 4 millones era mucho) http://t.co/x5RFdrgC
NONE	@pedroj_ramirez Rubalcaba no estaba en la primera ejecutiva de zp, entrò en la segunda x ser portavoz parlamentario
NONE	En malaga con Inma!
P	Exaltación . El trono de @JuanMa_Moreno . Para ti Juanma que se que te estas acordando c/c @ManuelaVillena http://t.co/7bzlStvU
N	Desesperada estoy, trabajaré en cualquier cosa
N	Barreda persona non grata en Villar de Canas y para la Diputacion de Cuenca http://t.co/d52JkZ47 vía @eldigitalcastillalamancha
NEU	http://t.co/s52ITUlB Este censo es una actitud Nazi, aunque tengan votos como Hitler, y aunque sus SS hayan anunciado no pegar tiros.
P	Fidel Castro está como un toro. Seis horas de presentación de un libro.No se ha levantado ni para orinar#esoesunapróstata
NONE	Aquí, el protagonista de la cerveza. http://t.co/50OjLjKw
N	@edortaramirez un click más, scroll y a veces el usuario se queda un poco colgado sin saber bien lo que tiene que hacer 
P	Estoy poniendo fotos a lo loco porque no tengo las mias   Pero no va tan mal...😏 https://t.co/uk0YcK18NU
P	Ayer fue lindo ver a Repoo, no lo veia como desde el 2001
N	Tengo los labios super secos #anli
NONE	Portada 20 Minutos - Bilbao http://t.co/USCxDhTy ...
N	La cúpula de la Oficina Nacional de investigación del Fraude fue cesada. ¿Tendrá algo que ver con la amnistía fiscal de Montoro?
P	Hoy, un homenaje al blog de mi esposa...  http://t.co/0EadVkCY
P	Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes
NEU	"Francás valorará xq Rajoy no comparecerá hasta el mes de febrero. ""Por economía procesal"". @TelediarioInter 20:30"
P	Hola!Con vuestro apoyo me estoy recuperando,superando etapas con paciencia y ánimo.Gracias de corazón,os sigo aunque aparezca poco,por ahora
N	Más de hemerotecas y videotecas. Con el tema de los impuestos se PP se mojó mucho. Y ahora se le vuelve en contra:http://t.co/UEbgaV6c”
P	Si toda la felicidad que se desea en estos días se convirtiera en trabajo, toda la dignidad viviría en todos los hogares.
NEU	Cansado de esperar a Papa Noel para ver si me daba una vuelta en el trineo me voy a dormir.Muy Feliz Navidad followercetes!
NONE	. @eliasbendodo y Antonio Banderas #malagasanta #cofradiasmlg #malaga   @ Muelle Uno http://t.co/k4dpK2uz
N	Una pena que nadie quiera hablar de la enmienda de @ccifuentes y @angelgarridog que pide que a nadie se le prive nunca de la sanidad.
N	"La Junta de Andalucia hace un balance de su gestion hoy en #malaga . Solo ejecutan el 5.4% del presupuesto y se ponen un ""notable"" #tomaYA"
N	Es tan feo y sin sabor.
N	@DarkPortu ya ya pero aún así no me convenció 
N	Continúa la causa general sumaria contra el juez Garzón. No acaba el segundo juicio y empieza el tercero.  Linchamiento y encarnizamiento.
P	#tentacionesIrresistibles.. Ir a Chile sin motivo alguno.  RT @sanzeras: RT @maritesanz: @AlejandroSanz CHILEEEE
P	Tal vez a alguien le interese mandar CV para componer el Comité Externo Asesor de la OMS. Anuncio en The  Economist. http://t.co/0uD7KaXD
N	“@Juan_Pando_: Compro zapatos lluvia gore-tex Panama Jack (125 €) y suela resbala tanto q me acabo d meter un morrón en plena calle. Hahaha!
NONE	Lo eres, lo eres, dear. “@sucializ: @pedroj_ @madrileno85_ ¡¡Muy pocas veces me han llamado Princesa!! Ya no quedan Caballeros, mon amour.”
N	Queda prohibido defender en twitter el respeto a la ley. De hacerlo serás atacado e insultado #YDicenDefenderDerechos
NONE	Portada Marca http://t.co/yW3tVVtJ ...
N	Currin amenazó a Rajoy con echarle a la opinión pública encima si no continuaba con el proceso de paz. @TelediarioInter 20:30
NONE	Reuniónes para #elcambioandaluz ;-)) (@ Partido Popular de Málaga) http://t.co/LXnS3Vhm
N	Después de unos cuatro días de ermitaña, salir al sol no me hizo muy bien fiebre largate
NEU	@cantouchth no te disculpes por ser tú misma, eso está genial, en serio
P	Gracias a los cientos de tuiteros que estáis interesándoos por la situación de nuestras webs. Os tendré informados de lo que vaya pasando.
NONE	A las 3 en @A3noticias os contaremos algunas de las noticias sobre las que más se ha tuiteado en 2011
N	Lo que le faltaba al logotipo de Madrid 2020. Una empresa de juguetes gays acusa a sus creadores de plagio. http://t.co/2EqkP9xq
P	Que bonitas :-) RT @alvarosantos71: Gran homenaje a las víctimas del 11-M . Estas son algunas de mis fotos. http://t.co/WfwSeIS4
N	Tan triste mi vida que me hablan en Snapchat solo para decirme que mis animales son lindos
NONE	Hasta siempre, por @manelfontdevila http://t.co/r1GxFNue
P	@RV1805 @RdscubreNavidad Es una pasion navideña! Y dentro de una semana os enseñare el mio, con figuras de 21 cm. Besos
N	Cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente
P	;-)))) RT @soniachaconp: @mariviromero Gracias!! Menudo #Piropazo :)) #caraamapolaOn
P	Latinoamérica 2010-2020: La década recuperada. Por José Juan Ruiz. Banco Santander. http://t.co/MPaHJNUK
NONE	Me despierto a las 6 de lo más tranquilo y relajado, me despierto a las 8 y amanezco cansado y enojado
P	¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @calpur100
N	@mariomejiah bueno, no será troll pero Arana dice que no está de acuerdo paradojas de este congreso estrafalario
N	El PSOE pide q se haga lo que el no hizo en dos legislaturas..Y da lecciones de gobierno en las CCAA mientras la Cámara le espeta:Andalucía!
N	Los jugadores del Madrid están tidavía en la discoteca del domingo! 0-2 Málaga.
NONE	Es ponerse ....“@olgacs78: @Buenafuente No te veo yo de burbuja de Freixenet!!!! Jejejeje”
P	Bienvenido @VargasLlosaM Celebro encontrarte aquí también. Besos.
P	Buen viaje a todos los cod players que van mañana a bcn pasarlo bien y disfrutarlo que yo no puedo 
N	"Ja ""principios de ultraismo y solidaridad q presiden el sistema nacional de trasplantes # #MédulaÓsea"
N	La gente está sobrecogidahttp://t.co/cGVyaibU
N	Extorsión mafiosa; por Carlos García - en  http://t.co/dBb5qOyt vía @larazon_es
N	Aunque también hay que decir que si lo hubiera hecho Salgado, el PP la habría criticado por subir impuestos. Cosas de la política...
P	"""Podemos y tenemos q hacer una defensa de derechos fuera del partido y avanzar en los mismos dentro d nuestro partido"" #RBCBenValladolid"
P	@chino_padrino gracias, igual para ti, feliz navidad
P	"¡Feliz día de Reyes! Mi artículo en LA GACETA: ""Las galletas de Soraya"" | Intereconomía | 683277 http://t.co/1we9MPLE vía @intereconomia"
N	En un pueblo de Valencia agreden a periodistas por grabar tradición de lanzar ratas http://t.co/0UeJK8FA . (via @JaviCebrian_ )
P	La emisión de CO2 en el volcán de El Hierro continúa descendiendo http://t.co/j1IA5O25 (ep)
P	Es un muñeco! (pero la verdad es que lo han clavao...) http://t.co/SFtib43B
NONE	Portada El País http://t.co/7bvbTctq ...
P	En el Hipódromo de Son Pardo entregando el XXVIII Gran Premi Govern Illes Balears http://t.co/yy05cjUr
P	Detenida la jefa de una prestigiosa ONG rusa de control electoral http://t.co/leWFa7BO
P	Rajoy y Rubalcaba se verán el próximo miércoles para hablar de las reformas y, sobre todo, de la renovación de varias instituciones
NEU	Barça 1-1 Valencia
P	Me encanta que @esperanzaona haga este videominuto ;-)) http://t.co/0ajJkXo8
P	@lejosdelmarfilm @VeronikaMoral Verónika es una gran actriz y sobretodo una maravillosa persona!! Deseando verla ahí!! Besos! 
NEU	"?@PaquiVicente: Toxo: ""Por encima del derecho a trabajar, prevalece el derecho a la huelga"".Comunistas y socialistas de #Tw,¿Me lo explican?"
NONE	@Agustozuloeta con todo. Debe ser un buen 2017. Abrazo
P	Preciosa de verdad - Perdóname by Pablo Alborán, from #SoundHound http://t.co/u0CAbR3X
NONE	De vuelta a casa! http://t.co/TDkPsaJ9
N	Rajoy lee todo tipo de cosas mientras habla Amaiur. De vez en cuando levanta la cabeza y mira a Antigüedad. Muy poco. Gesto muy claro.
N	Andalucía: 31,2% de paro ¿Es ese el modelo que Rubalcaba y Chacón proponen para España? Por no hablar de su déficit y de su deuda.
N	Pues mi cuerpo por dinero no he ofrecido, pero mi tiempo sí. En plan, si tienes la absurda idea de quedar conmigo, pagas tú TODO. 
N	@Christ_Campos06 júrelo que lo reconsidero siempre, tengo insomnio y la ansiedad no me deja dormir + tengo e mañana
N	Jajajaja! Me río por no llorar!! RT @xipirona @Tonicanto1 en Cuba no hay una dictadura
NONE	RT @hermanntertsch: RT @Joaquin_Sevilla: Descubriendo que subvencionar el cine es de izquierdas, los toros de derechas y la ciencia de nadie
P	@lmg muchísimas gracias Luis  Tú también eres un ejemplo de constancia y buen trabajo, espero que os vaya todo genial!
P	"Posada acuerda con los fotógrafos ""precisar y cambiar si cabe"" la norma que limita las fotos en el #Congreso http://t.co/xS23kIpS"
NEU	Me parece lógico que cierren Megaupload. De tanto en tanto Estados Unidos necesita perder una guerra.
NONE	@fabian05_p perdida ya no tomo coca.
P	Con mi dentista carlos de la clinica font d'en fargas que me esta dejando la boca muy bien http://t.co/ZnjT29Eu
P	Bueno.... Muy rica la carne
P	@GrupoPandora y son 30...30 años de acompañarnos,30 es mi edad y he crecido de la mano con ustedes MIL GRACIAS, atte: Ale
N	Las tentaciones son para caer en ellas “@Marprito: me estoy resistiendo en leer el #EPN de @pedroj_ pero creo que en estas caigo fijo!!”
N	Odio la presunta Justicia politizada. Profesionales, ya!
P	Hoy juego al tenis con un chavalito al que le estoy enseñando luego os mando foto.
NONE	Hoy conoceremos datos definitivos de 2011 del padrón municipal. Datos provisionales INE:en España hay casi un 1% más de mujeres q de hombres
P	Muy bueno RT @NicodeMig Así está el tema http://t.co/oT50oCNv vía @santigonzalez10
NONE	Despacio, en paz  http://t.co/AQKTSxq4 via @elmundoes Descansa en paz Cesaria
P	@lazaroelmundo @@JFernandezArce @@lazaroelmundo :))
P	Asi es . Que descanse en paz RT @absioke: @mariviromero al menos ha podido ver como @marianorajoy es presidente, descanse en Paz
N	"Dice  Elena Valenciano que Veira (hombre de Zarrías y Rubal) tomó la decisión de dimitir contra Griñán ""él solito"". ¿Alguien se lo cree?"
N	"Rt“@AlbertoFreireB: VIVA ESPERANZA AGUIRRE. ""Aguirre reduce de 3.500 a 700 el número de liberados sindicales en Madrid"". 72M € de ahorro.”"
P	Gracias a vosotros y enhorabuena ;-) RT @AERTECsolutions: @mariviromero @josepoyato @diario_sur Muchas gracias por compartir la entrevista
P	Muchas gracias Ana. Un aBrazo RT @AnaReboiras: @AlejandroSanz buenísimo, donde yo trabajo ya han (cont) http://t.co/fjUQ79bE
N	.“@acarcedo: @PilarGGranja @gato_directo que reduzcan cargos, coches, funcionarios, sibvenciones, consejeros, sueldos... Y que luego hable”
N	".@antoniosanz ""El fraude de los #ERE deja una hipoteca de 535,2 millones de euros que se alarga hasta el 2015"""
N	@FedericoQuevedo @amadeoniza sí, Quevedo, pero no pueden pedir ayuda los q luego se lo gastan en coca, fiestas y prostitución #25M
P	Compartido, pero dedicado a @sarasolomando : Ves? Ya vuelve a salir otra vez /  #sarainformanos http://t.co/DdmJrWnY
P	El nuevo plan hidrológico q ha presentado hoy Arias Cañete es una alegría. Por fin sentido común y agua solidaria en un país muy necesitado.
NEU	;-)))) RT @ceslava: @mariviromero @verescreer gracias, aún faltan unos días pero no sé si tendré tiempo de hacer algo para celebrarlo
N	EM.es va a anunciar que el marido de Cospedal acaba de renunciar al puesto de consejero de Red Electrica Española.
N	Un Plano con trampa. http://t.co/fwH8RWHV vía @GFVara
NEU	@edwin jajajaja con tanta tecnología las pilas salen caras por lo menos te ahorraste en regalos!
P	He dicho tradicionalmente, no siempre. Pero bien puntualizado RT @SerranoAlfonso: mira el primero tras victoria 96 ;-)
P	Toda mi admiración!!!“@PrimitalBros: @PaulaVazquezTV con un público como Vd. da gusto salir al escenario. Un beso #losmayordomosdeTheHole”
P	Vale ya casi casi ... veo que cada minuto somos mas! (@AlejandroSanz live on http://t.co/5u2PZfZx)
NEU	@luciaanagil illo que ya me han enviado 5 personas diferentes snpachats con palomitas 
NONE	Oh! RT @riccartes: me inpira mucho para hacer una pequeña historia ilustrada.Mira mi web a ver si te gustan mis dibujos http://t.co/6Fj5NI4p
NONE	Hoy como ayer, mañana como hoy,¡y siempre igual!Un cielo gris, un horizonte eternoy andar... andar.
N	@ashzamc Chao con ud!!! En serio no te puedo
NONE	@iChuso Que ya ha empezado tio 
N	@arsenioescolar Pues que algún inspector pase por mi calle, zona centro, que se hincha a recaudar!
NEU	@manu_esu5 @franmezap sí, celulares distintos en realidad
NONE	"PECES BARBA ?RT @lvicmartin: ""@dexmith: @Buenafuente @ClaraZumo Sin barba pareces Berto.""sin Berto pareces.... ¿barba?"
P	Delicioso @ San Rafael Ezcazu
P	Muchas gracias por seguirme y enhorabuena por la Tele @101TvMalaga  ;-))
N	Los políticos tienen difícil superar al alcalde de Getafe, protagonista de un vídeo de adelgazamiento http://t.co/nJQVSzpC
P	Todo preparado!! @HerreraenlaOnda @OndaCero_es http://t.co/XwD03B5h
N	RT: “@ojomagico: Un periodista obtiene el documento que explica a qué tiene miedo el Reino Unido. http://t.co/crxjc6dp”
NONE	Otra navidad más sin ti mamita maria
P	Castilla y León en cabeza RT @Pepemaras: @marianorajoy propone a Jesús Posada como Presidente del Congreso
N	CiU votara en contra de Rajoy porque aunque hay coincidencia en lo economico , el pacto fiscal y las competencias bloquean esa posibilidad.
N	Las cámaras d @13tv_AlDia están preguntando: ¿qué impuestos serían los menos dañinos en caso d q Rajoy decida subirlos? @eminambres
N	Angel Luna, el azote de la corrupción del PP en Valencia explica porque apoya a RbCb http://t.co/StBXX1IY
P	@FedericoQuevedo Gracias!!!! Mil besos
P	http://t.co/F2rzgDV2 ahi os lo dejo a ver is os gusta.
P	No lo dudes, Unico. RT @Mary26_Esencia: @AlejandroSanz #VisitaElHierro no me cabe duda que debe ser un lugar hermoso
NONE	"Que  secretarios gener territor no se pronuncien x #Chacón o @_rubalcaba significa ""jugar al mejor postor"" ya veremos en el #38CongresoPSOE"
NEU	Los correos de Stratfor revelan que EEUU tiene preparada una acusación contra Assange http://t.co/5LDtletf
N	@DraMonicaAF Pero, baby. Todos merecemos una oportunimándaloalamierda.
P	A por el martes ;-)) (@ Ayuntamiento de Málaga w/ @jesusespino) [pic]: http://t.co/ulzwZ48n
N	no tengo el menor interés “@alxnew: @PilarGGranja preguntarle si piensa lo mismo a @pedroj_ramirez”
P	@AnaVM llego tarde, soy huge fan la empecé en el 2000, crecí con ella sube y cae tiene de todo como toda serie, temporadas favoritas...
P	"Excepcional! @rafam_simancas: @chemarubio10: GENIAL el anuncio de @Campofrio_es con homenaje a Gila. ""Cómicos"" http://t.co/jmefz24i"
P	Grande @EduMadina con esa foto de la ultima cena... En ferraz
P	Ya vereis que si. Eso lo lleva Rocio.. Pero estoy seguro. Un besito RT @AmoresDeSanz: (cont) http://t.co/CVNNQyNg
N	Altos cargos recelan del exhaustivo traspaso de poderes. Aseguran que se ha convertido en fiscalización . http://t.co/zto5m1tw
N	Diooooos Santiago Segura va en mi equipo.. Creo que ahora si.. Puedo confirmar que serâ un desastre
P	salir de trabajar, mirar un par de cosas del canal e irme al cine a ver mascotas con los amigos¡ planazo de sabado  
N	A mi me da miedo cuando se grita, para defender a Garzón, que hay otra justicia que es la de la calle. Tremendo
N	"Ya está. Rajoy establece su calendario oficial para las próximas semanas. Los presupuestos ""realistas"" se ... http://t.co/C0LCjAML"
N	Falso: la imputación no implica culpa alguna. El CGPJ también cree que imputar a la Infanta supondría un 'estigma' http://t.co/BGe0yPwO
N	Tres ministros de Rajoy dan tres cifras o estimaciones del objetivo de déficit sobre el 8% en un día: Guindos, Montoro y Fernández.
NONE	@DanielUrresti1 no sea malo ... Admita que lo hacen reir de vez en cuando
N	A mí en serio esas cosas de ganar no se me dan
NONE	yo esque los veranos curro, asi que no puedo quedar mucho  pero si algun dia te pasas avisa y vamos a full hd  @Sergiio_Moyaa
P	@Calikhaug @PilarAcuna Muy bueno Chiquilla: No hay que tirar piedras al techo del vecino si el tuyo es de cristal. Feliz Noche, Pili.
N	Anoche en la calle miles de personas x los servicios públicos. ¿preludio d la huelga general q dijo Rajoy le costaría la Reforma Laboral?
P	Mi último #FF del año es para mis followers. Gracias x estar ahí. Gracias x vuestros tweets. Gracias x vuestro cariño. ¡Feliz 2012 familia!
N	3 años siguiéndote y ni una mención, con lo que te quiero  @AlvaroAuryn  #askalvarogango
NONE	En días como hoy, con reportajes de mascotas por San Antón, me acuerdo mucho de mi perra Menorca http://t.co/tfg5PTlJ
P	@ElviraChas #WillyToledo diciéndole a la cara las verdades de #HableConEllas. El primer entrevistado que se atreve a hacerlo en directo 
P	Sex-appeal a pares! http://t.co/aJXxs2kR
P	El Tesoro vuelve a superar sus objetivos en la última subasta http://t.co/3N4PiEUn
NONE	Buenos días a todos!
NONE	A ver si se me pega algo http://t.co/q9f7aJ0d
N	"RT @Ciutadans_Cs: @Albert_Rivera: ""Que ICF y Govern expliquen a los ciudadanos bajo qué criterios se dieron créditos a 1 empresa en quiebra"""
N	"Puesta en escena: enseña su ""cartulina"" del 35 Congreso, la enarbola."
P	Marta vive en el recuerdo: http://t.co/8QypTubG vía @malagahoy_es
P	La Diputación redescubre un mural del pintor Francisco Hernández que llevaba 12 años oculto http://t.co/iBGbSHSf
P	Nada mejor que pasar la navidad con la familia y amigos. Y uds como la pasaron?
N	No creo que este haya sido el mejor discurso de María Dolores de Cospedal... #17CongresoPP
P	Bueno: España a un punto de ganar la 5ª Copa Davis. Felicidades al equipo!!!
P	¡Lo mejor de mi timeline está disponible! http://t.co/0l0HzKDb ▸ Historias del día por @elpuertoac @jbello11 @paulasoto
NONE	Nadie le cree, pero jura y perjura q sí, q deja la política y se va a Walt Disney. Los corrillos del Congreso con @susannagriso
P	“@carlos1994_juan: @David_Busta eres el mi mayor arma tio cuando escucho tu musica me motivo mazo un abrazo”GRACIAS AMIGO!
P	¡¡¡¡HALA MADRID!!!!
P	B. Días. Importante discurso del Rey. Ejemplaridad, ética e igualdad de todos ante la ley. http://t.co/dDbAsz8Y
NEU	“@anaromeropinto: @maria_rey Vives en el Congreso??”yo creo que no, pero mis hijos dicen que sí...
NONE	En la misa por mi padre (@ Iglesia de San Juan) http://t.co/syoAWN7z
N	Continúa CIU con austeridad, rigor y solidaridad, mediante ley ómnibus( un sarcasmo), sólo algún pellizco con el estatut.
P	"""Crea tu empresa"" asesora, informa, guía, ayuda económicamente, forma y facilita espacios a los emprendedores de #sevillahoy"
N	"""@20m: Cardenal de BCN:'Los niños sin estudios de religión se sienten atraídos por sectas'""¿Su eminencia es experto en gustos infantiles?"
P	"Qué oido!! RT @Butterworth_: @mrtfernandez Pregunta tonta: En ""Intacto"" de Fresnadillo ¿era tu voz la que sonaba de fondo en un informativo?"
NEU	"""El PP no es partidario de subir #impuestos, pero estamos en situación extraordinaria y no prevista"", dice la Vicepresidenta #CMin"
NONE	Semáforo http://t.co/m0JpXQ4v
NONE	Tod@s piensan que los he bloqueado de wtpp pq no pueden ver mi estado ni foto jaja amiguit@s estoy en finales 0 distracciones,lo chento
N	Tenía examen de francés y no fui mañana le pido cacao al profe
N	Me siento tan cansada y saber que salgo hasta las 6
NONE	@virsnroses cuando estén los 20 contactados y aprobados se publicará el listado en nuestra web 
NONE	El final de la escapada de Banca Cívica. Algún día habrá que contar esta historia. http://t.co/q5mYxdNH
NONE	#90FelizNavidad Saludos para todos en especial para mi familia
N	El PNV tratando de impedir que el gobierno del PSE venda VPO a un fondo privado:creo que es una ilegalidad, tipificada http://t.co/hvUblmTS
N	"Agresivo, DRAE: ""que tiende a la violencia"" ""falta al respeto, ofende, provoca"" ""implica provocación o ataque"" A qué se refiere Guindos?"
NONE	Jesús Posada, fiel marianista, ya no tendrá tiempo para fumarse esos laaaargos puros q le gustaba fumar en el patio del Congreso
P	Seguimos actualizando en mi Facebook los videos de los musicos que participan en el nuevo disco. De (cont) http://t.co/JVuPslUr
NONE	"Ya no puedo la broma de ""estoy embarazada"" por el día de los inocentes."
P	Nuevo post en mi blog http://t.co/HPCiH1hh
P	Muy útil, organigrama completo del gobierno de @marianorajoy: http://t.co/vdBF4vFQ Gracias a @Llorenteycuenca y @cristobalh. Vía @mmresta
N	El gobierno reconoce q regresamos a fiscalidad felipista, según me cuentan fuentes del ejecutivo. Q bien!
P	En pleno de convalidación decreto d recortes, dejamos propuestas: Pleno monográfico sobre empleo, mesa para nuevo modelo productivo...
N	Usted se quiebra la pierna y va al hospital y el diagnóstico que t daran es que es un posible virus y tenes las defensas bajas
NEU	Jauregui saca en el debate con Santamaría las criticas del arzobispo de Valladolid para solidarizarse y los del PP murmuran. Tema delicado
NONE	La primera reunión del día ha sido con ASAJA-Jerez para exponerle nuestro proyecto en materia de agricultura.
